method,drop_fraction,seed,round,test_accuracy,test_loss
fedavg_drop,0.0,2,30,0.5581180811808119,1.0383266604482413
fedavg_drop,0.0,2,40,0.5876383763837638,0.9657616714270523
fedavg_drop,0.0,2,50,0.6079335793357934,0.9134127544719116
fedavg_drop,0.0,2,60,0.6079335793357934,0.8684148371860554
fedavg_drop,0.0,2,70,0.6605166051660517,0.8030402603910969
fedavg_drop,0.0,2,80,0.6660516605166051,0.7759804240592763
fedavg_drop,0.0,2,90,0.6798892988929889,0.7568018730851331
fedavg_drop,0.0,2,100,0.6872693726937269,0.731586788272404
fedavg_drop,0.0,2,110,0.6642066420664207,0.7250399568993195
fedavg_drop,0.0,2,120,0.6559040590405905,0.7174817656994392
fedavg_drop,0.0,2,130,0.6798892988929889,0.7091549294821398
fedavg_drop,0.0,2,140,0.6974169741697417,0.692016783233995
fedavg_drop,0.0,2,150,0.6974169741697417,0.6832082935903055
fedavg_drop,0.0,2,160,0.6955719557195572,0.6763048333541679
fedavg_drop,0.0,2,170,0.7047970479704797,0.6631335665487945
fedavg_drop,0.0,2,180,0.6595940959409594,0.68854724757809
fedavg_drop,0.0,2,190,0.7038745387453874,0.6537981554372267
fedavg_drop,0.0,2,200,0.7130996309963099,0.6487290608463727
fedavg_drop,0.5,0,0,0.026752767527675275,3.717174929231678
fedavg_drop,0.5,0,10,0.42712177121771217,1.7350344181420667
fedavg_drop,0.5,0,20,0.48154981549815495,1.9596587366941833
fedavg_drop,0.5,0,30,0.518450184501845,1.0773845823096797
fedavg_drop,0.5,0,40,0.5968634686346863,0.9532017498989491
fedavg_drop,0.5,0,50,0.5618081180811808,0.9367109885196501
fedavg_drop,0.5,0,60,0.5322878228782287,1.0977095022705916
fedavg_drop,0.5,0,70,0.6614391143911439,0.8174558578531662
fedavg_drop,0.5,0,80,0.6706642066420664,0.7928625296931348
fedavg_drop,0.5,0,90,0.5599630996309963,0.9359925905989513
fedavg_drop,0.5,0,100,0.5682656826568265,1.010711358270967
fedavg_drop,0.5,0,110,0.6752767527675276,0.7433679333362757
fedavg_drop,0.5,0,120,0.6845018450184502,0.7212756098846286
fedavg_drop,0.5,0,130,0.6771217712177122,0.7397961325274807
fedavg_drop,0.5,0,140,0.6900369003690037,0.6987270387751453
fedavg_drop,0.5,0,150,0.6761992619926199,0.7044465991794876
fedavg_drop,0.5,0,160,0.6964944649446494,0.6840098168047534
fedavg_drop,0.5,0,170,0.6946494464944649,0.6898082068862326
fedavg_drop,0.5,0,180,0.6420664206642066,0.7058928657093142
fedavg_drop,0.5,0,190,0.6992619926199262,0.6667032604845315
fedavg_drop,0.5,0,200,0.6190036900369004,0.7186155535000833
fedavg_drop,0.5,1,0,0.02859778597785978,3.354093961834445
fedavg_drop,0.5,1,10,0.42988929889298894,1.7148690958311255
fedavg_drop,0.5,1,20,0.466789667896679,1.527089180686332
fedavg_drop,0.5,1,30,0.5295202952029521,1.0800603969044826
fedavg_drop,0.5,1,40,0.5608856088560885,0.9868521328991273
fedavg_drop,0.5,1,50,0.5987084870848709,0.9350215815961865
fedavg_drop,0.5,1,60,0.584870848708487,0.8972265677783308
fedavg_drop,0.5,1,70,0.6420664206642066,0.8263362726792141
fedavg_drop,0.5,1,80,0.6503690036900369,0.8014894017994418
fedavg_drop,0.5,1,90,0.5654981549815498,0.875443360095745
fedavg_drop,0.5,1,100,0.5867158671586716,0.8445541935120713
fedavg_drop,0.5,1,110,0.6734317343173432,0.74352625490062
fedavg_drop,0.5,1,120,0.6706642066420664,0.7220575639474647
fedavg_drop,0.5,1,130,0.6946494464944649,0.7295858815507594
fedavg_drop,0.5,1,140,0.6743542435424354,0.6974949040302107
fedavg_drop,0.5,1,150,0.6845018450184502,0.6981663366197294
fedavg_drop,0.5,1,160,0.6780442804428044,0.6841498623567
fedavg_drop,0.5,1,170,0.6854243542435424,0.6905366207396846
fedavg_drop,0.5,1,180,0.6706642066420664,0.6922370202392445
fedavg_drop,0.5,1,190,0.6808118081180812,0.6684818045552142
fedavg_drop,0.5,1,200,0.6356088560885609,0.6939337201527341
fedavg_drop,0.5,2,0,0.03690036900369004,4.299811783666757
fedavg_drop,0.5,2,10,0.38191881918819187,1.4815295474780232
fedavg_drop,0.5,2,20,0.47878228782287824,1.51869062993999
fedavg_drop,0.5,2,30,0.5156826568265682,1.0312229746716541
fedavg_drop,0.5,2,40,0.5636531365313653,0.9468518382693435
fedavg_drop,0.5,2,50,0.5876383763837638,0.9012476424149647
fedavg_drop,0.5,2,60,0.5498154981549815,0.8820210887085147
fedavg_drop,0.5,2,70,0.6512915129151291,0.7977263315578895
fedavg_drop,0.5,2,80,0.6549815498154982,0.773551528153336
fedavg_drop,0.5,2,90,0.559040590405904,0.8404676954567554
fedavg_drop,0.5,2,100,0.5673431734317343,0.8759366132492792
fedavg_drop,0.5,2,110,0.6632841328413284,0.7287274753316344
fedavg_drop,0.5,2,120,0.6955719557195572,0.7106421880917622
